satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.48,0.774,4,214,2,0,0,0,technical,medium
0.328,0.511,4,197,7,1,1,0,marketing,low
0.595,0.377,4,179,4,0,0,0,marketing,low
0.822,0.486,6,217,3,0,0,0,support,low
0.389,0.765,5,224,2,1,1,0,sales,medium
0.696,0.667,3,186,1,0,0,0,sales,high
0.153,0.857,5,246,4,0,0,0,sales,low
0.259,0.418,4,186,4,0,1,0,sales,low
0.272,0.553,5,160,4,0,0,0,technical,high
0.538,0.735,6,225,2,0,0,0,technical,low
0.604,0.346,3,194,5,0,0,0,product_mng,low
0.337,0.713,6,234,2,0,1,0,RandD,low
0.876,0.362,5,90,3,0,0,0,technical,medium
0.731,0.441,3,180,3,0,0,0,sales,low
0.423,0.392,6,171,7,0,0,0,technical,medium
0.482,0.72,4,231,3,0,0,0,RandD,high
0.524,0.736,3,180,3,0,0,0,support,medium
0.424,0.917,3,133,3,0,0,0,RandD,low
0.08,0.797,5,149,3,0,0,0,technical,low
0.469,0.893,6,135,6,0,0,0,sales,low
0.05,0.814,3,215,3,0,0,0,technical,high
0.878,0.446,6,202,2,1,0,0,sales,high
0.658,0.398,3,177,3,0,0,0,sales,medium
0.367,0.215,3,175,3,0,0,0,sales,low
0.845,0.388,4,110,3,0,0,0,marketing,low
0.894,0.689,4,234,6,0,0,0,support,medium
0.322,0.311,4,215,6,0,0,0,RandD,medium
0.669,0.694,2,231,7,0,0,0,sales,high
0.733,0.718,2,186,1,0,0,0,technical,medium
0.426,0.727,5,222,4,0,0,0,product_mng,low
0.135,0.471,4,207,1,0,0,0,technical,high
0.494,0.699,4,263,6,0,0,0,IT,low
0.533,0.518,2,214,3,0,0,1,sales,low
0.661,0.262,7,182,6,1,0,0,marketing,low
0.295,0.115,4,181,3,1,0,0,product_mng,low
0.346,0.524,6,210,5,0,0,0,technical,low
0.119,0.175,4,176,1,0,0,0,hr,low
0.607,0.776,4,145,2,0,0,0,support,medium
0.789,0.692,4,163,1,0,0,0,IT,low
0.624,0.496,3,181,5,0,0,0,support,medium
0.15,0.394,4,244,2,0,1,0,technical,medium
0.289,0.812,3,163,3,0,0,0,support,low
0.423,0.611,3,193,6,0,0,0,support,medium
0.743,0.987,5,193,5,0,0,0,technical,high
0.926,0.827,4,191,8,0,0,0,technical,low
0.25,0.437,5,273,5,0,1,0,product_mng,low
0.588,0.289,7,214,4,0,0,0,sales,low
0.667,0.733,4,117,1,0,0,0,RandD,low
0.131,0.377,3,131,6,0,0,0,management,low
0.266,0.699,5,219,3,0,0,0,management,low
0.811,0.373,4,145,5,0,0,0,technical,low
0.083,0.795,5,221,2,0,0,0,sales,high
0.178,0.667,3,210,3,0,0,0,management,medium
0.885,0.629,5,194,6,0,0,0,support,low
0.529,0.832,5,177,3,0,0,0,technical,low
0.222,0.834,3,209,1,0,0,0,accounting,medium
0.35,0.216,3,172,9,0,0,0,sales,low
0.594,0.404,6,182,3,1,1,0,sales,low
0.714,0.597,3,170,7,0,0,0,support,low
0.764,0.843,5,226,4,0,0,0,support,low
0.192,0.14,4,200,2,0,1,0,sales,low
0.489,0.855,5,199,3,0,0,0,technical,medium
0.3,0.735,3,228,6,0,0,0,technical,low
0.226,0.558,2,136,3,0,0,0,RandD,low
0.455,0.512,5,156,4,0,0,0,hr,low
0.573,0.831,6,165,5,0,0,0,hr,low
0.296,0.678,4,205,3,0,0,0,IT,low
0.274,0.449,4,139,4,0,0,0,technical,low
0.395,0.799,4,183,4,0,0,0,support,low
0.795,0.709,5,254,5,0,0,0,support,low
0.475,0.636,4,171,3,0,0,0,sales,low
0.245,0.859,5,182,3,0,0,0,technical,low
0.748,0.356,6,269,3,0,0,0,technical,low
0.432,0.654,3,145,1,0,0,0,sales,medium
0.488,0.722,3,136,3,1,0,0,sales,medium
0.493,0.856,5,185,2,0,0,0,support,medium
0.242,0.555,5,213,9,0,1,0,sales,low
0.224,0.31,4,191,3,0,0,0,management,medium
0.076,0.72,4,280,3,0,0,0,sales,medium
0.056,0.905,6,193,2,0,0,0,RandD,medium
0.646,0.413,7,159,6,0,0,0,support,low
0.377,0.56,2,184,7,0,1,0,management,low
0.012,0.571,5,129,3,1,1,0,technical,low
0.879,0.814,7,199,2,0,0,0,marketing,high
0.821,0.397,3,202,1,0,0,0,accounting,medium
0.421,0.262,3,235,2,0,0,0,technical,medium
0.774,0.931,3,178,3,0,0,0,sales,medium
0.76,0.363,4,154,2,0,1,0,marketing,low
0.546,0.468,5,216,1,0,0,0,sales,low
0.226,0.662,4,199,5,0,0,0,support,medium
0.471,0.556,4,231,4,0,0,0,support,low
0.391,0.301,4,137,1,0,0,0,product_mng,low
0.303,0.348,4,123,4,0,0,0,support,high
0.614,0.785,4,155,7,0,0,1,RandD,low
0.7,0.299,4,165,6,0,0,0,IT,high
0.541,0.616,6,218,2,0,0,0,technical,low
0.159,0.696,4,147,2,1,0,1,support,low
0.241,0.26,5,220,5,0,0,0,IT,low
0.879,0.567,3,134,4,0,0,0,product_mng,low
0.092,0.294,4,201,1,0,0,0,sales,low
0.507,0.756,7,279,3,0,0,0,sales,low
0.373,0.262,4,264,6,0,0,0,RandD,low
0.575,0.797,3,269,5,0,0,0,sales,medium
0.697,0.736,3,177,5,0,0,0,management,low
0.624,0.553,4,271,3,0,0,0,technical,medium
0.75,0.854,3,224,5,0,0,0,product_mng,high
0.61,0.439,3,214,5,1,0,0,technical,low
0.566,0.434,3,161,5,0,0,0,IT,low
0.658,0.926,4,156,1,0,0,0,sales,low
0.777,0.771,4,151,5,0,0,0,support,medium
0.505,0.608,5,180,3,0,0,0,RandD,medium
0.776,0.313,3,200,7,0,0,0,marketing,medium
0.745,0.353,6,221,8,0,0,0,IT,high
0.23,0.519,3,233,2,0,0,0,support,low
0.265,0.675,2,135,2,0,0,0,sales,low
0.632,0.25,4,172,5,0,0,0,sales,low
0.822,0.527,3,245,1,0,0,0,sales,medium
0.345,0.695,4,181,6,0,0,0,sales,high
0.516,0.314,7,199,5,1,1,0,product_mng,medium
0.636,0.262,5,169,3,1,0,0,sales,high
0.057,0.813,4,237,3,0,0,0,support,high
0.607,0.897,5,178,9,0,0,0,technical,low
0.313,0.925,4,234,8,0,0,0,technical,low
0.524,0.422,2,244,4,0,0,0,product_mng,high
0.111,0.091,5,92,6,0,0,0,technical,medium
0.29,0.666,5,252,1,0,0,0,technical,medium
0.569,0.551,6,238,2,0,0,0,marketing,low
0.465,0.341,3,260,4,0,0,0,support,low
0.353,0.733,5,165,4,0,0,0,RandD,low
0.489,0.794,5,205,4,0,0,0,hr,low
0.631,0.416,4,197,2,0,0,0,RandD,low
0.528,0.682,4,179,9,0,1,0,IT,low
0.232,0.909,4,260,6,0,0,0,technical,high
0.178,0.563,4,233,4,0,1,0,technical,low
0.706,0.215,4,222,2,1,0,0,sales,medium
0.551,0.042,4,185,8,0,0,0,RandD,low
0.602,0.857,4,286,4,0,1,0,hr,low
0.403,0.74,4,177,2,0,0,0,support,low
0.659,0.149,5,187,3,0,0,0,support,low
0.619,0.817,3,169,2,0,0,0,hr,low
0.378,0.246,3,102,2,0,0,0,technical,low
0.696,0.506,4,206,4,0,0,0,technical,low
0.209,0.384,4,222,2,0,0,0,product_mng,medium
0.734,0.633,5,212,2,1,0,0,technical,low
0.78,0.772,4,245,3,0,0,0,IT,medium
0.548,0.188,5,121,7,0,0,0,IT,medium
0.36,0.759,3,235,7,0,0,0,technical,low
0.859,0.543,7,232,3,0,0,0,support,medium
0.4,0.265,3,221,2,1,0,0,hr,low
0.187,0.427,4,195,5,0,1,0,accounting,low
0.706,0.73,5,237,4,0,0,0,sales,low
0.73,0.863,2,246,4,0,0,0,technical,medium
0.327,0.889,5,239,9,0,1,0,marketing,low
0.444,0.53,4,189,6,0,0,0,sales,medium
0.464,0.287,6,253,3,0,0,0,RandD,medium
0.645,0.503,4,193,5,0,0,0,IT,low
0.821,0.619,2,218,4,1,0,0,support,medium
0.339,0.707,4,273,8,0,1,0,technical,medium
0.364,0.725,6,234,3,1,0,0,sales,low
0.262,0.174,3,205,4,0,1,0,sales,low
0.901,0.625,4,185,4,0,0,0,hr,medium
0.592,0.615,2,236,5,0,0,0,accounting,high
0.397,0.787,6,221,1,0,0,0,support,medium
0.352,0.331,6,248,4,0,1,0,RandD,low
0.244,0.494,3,162,4,0,0,0,management,low
0.858,0.465,3,218,7,0,0,0,support,medium
0.472,0.369,4,218,6,1,0,0,sales,low
0.338,0.8,3,237,4,0,0,0,marketing,low
0.771,0.382,3,244,6,0,0,0,RandD,high
0.377,0.612,4,222,4,0,0,0,marketing,low
0.581,0.822,4,224,4,0,0,0,management,low
0.268,0.359,2,219,3,0,0,0,technical,medium
0.402,0.8,6,148,4,0,0,0,marketing,low
0.469,0.644,5,222,2,0,0,0,hr,medium
0.469,0.651,3,240,3,0,0,0,management,low
0.297,0.749,4,135,3,0,0,0,hr,medium
0.761,0.215,3,223,2,0,0,1,IT,low
0.519,0.274,5,242,5,0,0,0,technical,high
0.475,0.545,3,229,3,0,0,0,technical,high
0.452,0.8,3,206,4,1,0,0,accounting,low
0.788,0.438,5,210,3,0,0,0,sales,low
0.638,0.801,4,144,3,0,0,0,support,low
0.257,0.494,5,204,2,0,0,0,technical,medium
0.642,0.281,5,167,3,0,0,0,accounting,low
0.322,0.635,4,192,4,0,0,0,support,low
0.869,0.498,5,154,3,0,0,0,marketing,low
0.483,0.412,2,192,3,0,0,0,technical,low
0.65,0.338,4,185,3,0,0,0,hr,low
0.483,0.588,5,183,4,0,0,0,marketing,low
0.151,0.89,5,157,3,0,0,0,support,low
0.38,0.693,4,242,1,0,0,0,hr,low
0.539,0.486,4,242,5,0,0,0,IT,low
0.66,0.641,7,226,2,1,0,0,sales,medium
0.794,0.098,7,198,4,0,0,0,sales,medium
0.253,0.559,2,187,6,0,0,0,sales,medium
0.359,0.649,3,182,5,0,0,0,technical,low
0.978,0.482,7,177,3,0,0,0,RandD,medium
0.086,0.425,7,198,4,0,0,0,sales,high
0.521,0.712,6,193,3,0,0,0,support,medium
0.195,0.607,3,146,2,0,0,0,IT,low
0.192,0.424,5,294,3,0,1,0,technical,low
0.76,0.903,3,223,3,0,0,0,sales,low
0.525,0.437,4,179,2,0,0,0,sales,low
0.659,0.895,7,148,2,0,0,0,marketing,low
0.272,0.823,6,110,4,0,0,0,technical,medium
0.77,0.533,3,234,7,0,0,0,marketing,high
0.661,0.688,4,217,4,0,0,0,technical,low
0.523,0.84,3,193,4,0,0,0,accounting,medium
0.246,0.852,3,207,3,0,0,0,hr,low
0.768,0.816,3,218,3,0,0,0,product_mng,low
0.197,0.545,3,172,2,0,1,0,IT,low
0.594,0.526,3,252,9,1,0,0,sales,medium
0.143,0.646,6,210,5,0,0,0,support,low
0.871,0.59,4,223,1,0,0,0,sales,low
0.482,0.676,6,199,2,0,0,1,management,low
0.166,0.631,2,218,4,0,0,0,technical,medium
0.146,0.93,4,233,9,0,1,0,IT,low
0.753,0.432,4,174,4,1,0,0,support,low
0.407,0.969,6,242,7,0,1,0,support,low
0.193,0.313,3,233,3,0,0,0,technical,low
0.174,0.284,5,217,2,0,0,0,technical,low
0.172,0.774,5,236,8,0,1,0,sales,low
0.363,0.954,4,218,2,0,0,0,support,medium
0.06,0.422,3,171,5,0,1,0,sales,medium
0.498,0.44,4,251,3,0,0,0,accounting,low
0.242,0.808,4,195,2,0,0,0,marketing,low
0.764,0.432,4,281,3,0,0,0,accounting,low
0.456,0.587,5,196,9,0,1,0,IT,low
0.176,0.654,3,228,2,0,1,0,management,medium
0.931,0.281,3,257,10,0,0,0,sales,low
0.472,0.543,6,192,6,0,0,0,technical,high
0.147,0.541,5,166,3,0,0,0,marketing,low
0.769,0.791,4,184,4,0,0,0,sales,low
0.861,0.51,5,215,2,1,0,0,technical,low
0.522,0.737,2,244,6,0,0,0,technical,low
0.193,0.703,4,205,2,0,0,0,RandD,low
0.858,0.799,3,193,3,0,0,0,technical,low
0.258,0.864,3,230,7,0,0,0,RandD,low
0.462,0.567,4,134,2,0,0,0,sales,low
0.322,0.7,4,246,8,0,0,0,support,low
0.421,0.761,7,182,3,0,0,0,IT,medium
0.672,0.431,4,195,4,0,0,0,support,medium
0.842,0.673,3,239,7,0,1,0,technical,medium
0.889,0.525,5,170,1,0,0,0,accounting,high
0.574,0.708,4,147,4,0,0,0,technical,medium
0.35,0.944,3,233,3,0,1,0,management,low
0.715,0.918,4,158,2,0,0,0,RandD,low
0.35,0.671,4,218,3,0,0,0,IT,medium
0.404,0.604,2,189,2,0,0,0,hr,medium
0.172,0.735,3,187,3,0,0,0,sales,low
0.637,0.247,3,237,1,0,0,0,support,low
0.77,0.341,4,223,6,0,0,0,management,medium
0.597,0.726,7,149,4,0,0,0,product_mng,low
0.305,0.715,5,188,8,0,1,0,sales,low
0.186,0.166,4,239,3,0,0,0,technical,low
0.625,0.482,7,220,7,0,0,0,technical,medium
0.332,0.883,4,166,4,0,0,0,technical,medium
0.624,0.402,5,299,1,0,0,0,IT,low
0.727,0.456,7,221,4,0,0,0,support,medium
0.411,0.173,5,133,3,0,0,0,RandD,medium
0.705,0.33,5,215,7,0,0,0,support,low
0.876,0.951,7,212,7,0,0,0,marketing,low
0.687,0.652,3,230,4,0,0,0,management,medium
0.777,0.306,5,123,3,0,0,0,product_mng,low
0.616,0.264,3,229,7,0,0,0,product_mng,low
0.628,0.619,4,250,2,0,0,0,sales,low
0.075,0.299,3,114,1,1,0,0,product_mng,low
0.751,0.695,4,280,4,0,0,0,technical,low
0.23,0.88,3,159,4,1,1,0,IT,low
0.587,0.768,5,206,7,1,0,0,technical,low
0.653,0.694,4,207,2,0,0,0,sales,low
0.737,0.4,3,175,1,0,0,1,sales,low
0.642,0.191,6,146,5,0,0,0,RandD,low
0.289,0.577,4,190,1,0,0,0,support,low
0.276,0.657,3,148,3,0,0,0,technical,medium
0.611,0.708,4,210,5,1,0,0,management,low
0.676,0.726,3,230,7,0,0,0,sales,low
0.454,0.913,3,157,4,0,0,0,technical,high
0.673,0.723,5,234,1,0,0,0,RandD,medium
0.125,0.693,3,241,3,0,1,0,support,low
0.823,0.204,3,160,1,0,0,0,technical,low
0.621,0.444,5,169,1,0,0,0,technical,low
0.655,0.428,6,215,10,0,0,0,IT,low
0.669,0.272,3,163,2,0,0,0,marketing,low
0.644,0.311,6,208,4,0,0,0,technical,low
0.109,0.838,3,226,2,0,0,0,accounting,low
0.4,0.388,4,104,5,0,0,0,technical,low
0.43,0.541,5,190,2,0,0,0,support,low
0.128,0.731,5,207,3,0,0,0,product_mng,low
0.751,0.553,7,184,7,0,0,0,marketing,medium
0.622,0.429,5,116,6,0,0,0,technical,low
0.39,0.257,4,173,4,0,0,0,support,low
0.695,0.47,3,190,3,0,0,0,product_mng,low
0.667,0.442,4,134,4,0,0,0,IT,low
0.173,0.898,5,202,4,1,0,0,marketing,medium
0.538,0.481,5,219,2,0,0,0,sales,medium
0.162,0.672,5,207,9,0,0,0,management,low
0.189,0.62,5,163,2,0,0,0,support,low
0.318,0.822,3,214,1,0,0,0,hr,low
0.355,0.253,3,159,3,0,0,1,sales,low
0.375,0.705,4,191,4,0,0,0,IT,low
0.331,0.637,3,226,1,0,0,0,sales,low
0.5,0.795,3,197,4,0,0,0,technical,medium
0.547,0.547,5,182,3,1,0,0,sales,low
0.812,0.884,2,192,1,0,0,0,sales,low
0.638,0.903,3,242,3,0,0,0,IT,medium
0.528,0.24,5,195,4,0,0,0,technical,high
0.764,0.262,6,217,4,0,0,0,technical,high
0.262,0.171,3,175,3,0,0,0,technical,medium
0.647,0.442,4,151,3,0,0,0,hr,medium
0.36,0.716,6,112,6,0,0,0,sales,low
0.752,0.812,5,171,2,0,0,0,technical,low
0.629,0.236,6,136,6,0,0,0,sales,low
0.305,0.783,4,193,2,0,0,0,support,high
0.815,0.467,3,180,2,0,0,0,RandD,medium
0.668,0.513,5,232,2,0,1,0,product_mng,low
0.443,0.913,4,167,5,0,0,0,support,low
0.185,0.578,6,156,4,0,0,0,RandD,low
0.517,0.957,5,249,3,0,0,0,product_mng,medium
0.677,0.608,4,244,3,0,0,0,IT,low
0.752,0.958,5,218,1,0,0,0,support,medium
0.524,0.221,6,217,4,0,0,0,management,low
0.398,0.899,3,220,3,0,0,0,IT,medium
0.86,0.482,4,188,4,0,0,1,support,low
0.466,0.742,4,112,9,0,0,0,support,low
0.504,0.271,3,150,8,0,0,0,technical,low
0.312,0.749,2,260,2,0,0,1,support,medium
0.737,0.685,3,245,3,0,0,0,support,medium
0.663,0.201,5,227,3,0,0,1,accounting,medium
0.209,0.492,4,192,1,0,0,0,accounting,low
0.767,0.216,3,167,3,0,0,0,support,low
0.825,0.705,4,148,3,1,0,0,RandD,low
0.564,0.812,4,271,1,0,0,0,IT,medium
0.325,0.652,4,249,3,0,0,0,RandD,low
0.738,0.838,4,284,1,0,1,0,support,medium
0.633,0.582,5,203,4,1,0,0,RandD,medium
0.098,0.581,6,239,8,0,1,0,support,medium
0.548,0.529,6,153,2,1,0,0,RandD,low
0.276,0.354,5,284,4,0,1,0,accounting,low
0.851,0.684,6,198,4,0,0,0,support,low
0.406,0.862,4,258,2,0,0,0,product_mng,low
0.413,0.385,5,169,3,0,1,0,technical,high
0.109,0.827,6,238,3,0,0,0,sales,low
0.547,0.653,6,186,5,0,0,0,management,low
0.713,0.676,5,204,5,1,0,0,RandD,medium
0.555,0.655,4,217,4,0,0,0,sales,medium
0.168,0.665,3,176,5,1,0,0,technical,medium
0.21,0.682,5,170,10,0,0,0,technical,low
0.562,0.731,5,172,5,0,0,0,sales,low
0.734,0.514,5,218,5,0,0,0,sales,medium
0.539,0.36,3,200,6,0,0,0,technical,low
0.302,0.497,6,272,5,0,0,0,IT,high
0.699,0.687,5,232,4,0,0,0,support,low
0.379,0.661,4,217,3,0,0,0,support,low
0.63,0.778,4,213,3,0,0,0,technical,low
0.157,0.583,7,216,4,0,1,0,product_mng,medium
0.705,0.57,2,225,7,0,0,0,marketing,medium
0.445,0.653,3,245,4,0,0,0,marketing,medium
0.674,0.466,5,179,5,0,0,0,support,low
0.722,0.899,4,245,4,0,0,0,accounting,high
0.384,0.568,3,146,5,1,0,0,sales,medium
0.519,0.435,5,238,6,0,0,0,IT,medium
0.932,0.631,4,199,10,0,0,0,support,low
0.517,0.686,4,195,4,0,0,0,support,medium
0.444,0.763,3,182,5,0,0,0,support,medium
0.835,0.668,3,171,5,0,0,0,sales,medium
0.63,0.603,4,166,5,1,0,0,RandD,low
0.538,0.659,4,187,8,0,0,1,support,medium
0.178,0.714,3,188,5,0,0,0,marketing,low
0.565,0.774,4,230,1,0,0,0,product_mng,low
0.357,0.714,4,304,1,0,0,0,product_mng,low
0.861,0.696,4,149,3,0,0,0,technical,medium
0.45,0.557,4,211,7,0,1,0,IT,low
0.43,0.271,3,194,1,0,0,0,marketing,medium
0.663,0.753,3,200,2,0,0,0,support,low
0.742,0.225,7,277,8,0,1,0,sales,low
0.697,0.729,6,171,3,0,0,0,product_mng,medium
0.721,0.144,6,155,2,0,0,0,marketing,high
0.728,0.554,4,233,5,0,0,0,sales,low
0.1,0.651,3,147,7,0,0,0,support,low
0.36,0.651,4,210,5,0,0,0,sales,medium
0.653,0.935,4,257,6,0,0,0,support,high
0.205,0.644,5,160,1,0,0,0,hr,medium
0.726,0.662,4,157,7,1,0,0,sales,low
0.731,0.809,3,239,3,0,0,0,sales,low
0.216,0.39,6,206,5,0,1,0,technical,low
0.324,0.326,4,215,3,0,0,1,sales,high
0.347,0.133,6,232,3,0,0,0,sales,low
0.713,0.38,4,210,5,0,0,0,RandD,high
0.35,0.545,4,184,1,1,0,0,sales,medium
0.284,0.636,3,192,3,1,0,0,sales,medium
0.655,0.599,4,154,8,0,0,0,support,low
0.561,0.881,3,214,7,0,0,0,support,low
0.53,0.72,7,160,2,0,0,0,product_mng,low
0.478,0.758,4,149,4,0,0,0,sales,low
0.651,0.922,6,251,3,0,1,0,sales,medium
0.392,0.707,4,213,3,1,0,0,sales,medium
0.403,0.774,3,107,3,0,0,0,technical,low
0.225,0.548,5,183,6,1,0,0,IT,low
0.794,0.681,4,150,1,0,0,1,sales,low
0.328,0.145,6,220,4,0,1,0,support,high
0.066,0.394,4,188,3,0,0,0,product_mng,low
0.462,0.43,3,220,5,0,0,0,accounting,low
0.338,0.766,2,236,6,0,0,0,support,medium
0.799,0.702,3,231,3,1,0,0,sales,low
0.707,0.711,4,223,3,0,0,0,sales,low
0.348,0.223,4,225,3,0,0,0,technical,low
0.294,0.375,6,224,3,0,0,0,accounting,medium
0.886,0.27,6,265,6,0,0,0,support,low
0.32,0.668,4,164,3,0,0,0,RandD,medium
0.787,0.582,5,201,1,0,0,0,hr,high
0.776,0.808,3,144,6,1,0,0,management,low
0.228,0.201,7,197,4,1,0,0,management,low
0.643,0.582,4,179,2,0,0,0,hr,high
0.541,0.356,4,167,3,0,0,0,RandD,medium
0.558,0.946,4,133,4,0,0,0,hr,low
0.585,0.89,5,253,4,0,0,0,sales,low
0.761,0.125,7,152,7,0,0,0,technical,medium
0.672,0.6,4,174,5,0,0,0,RandD,low
0.257,0.684,3,260,3,0,0,0,support,medium
0.359,0.823,3,194,5,1,0,0,support,low
0.875,0.797,5,160,5,0,0,0,RandD,low
0.782,0.277,4,187,6,0,0,0,sales,low
0.811,0.557,4,252,3,0,0,0,support,low
0.101,0.898,7,212,3,0,1,0,sales,low
0.578,0.821,6,178,3,0,0,1,product_mng,low
0.845,0.361,5,204,2,1,0,0,product_mng,low
0.495,0.559,3,141,2,0,0,0,RandD,low
0.832,0.701,4,204,5,0,0,0,support,low
0.452,0.486,6,118,2,0,0,0,support,medium
0.228,0.451,4,195,3,0,0,0,product_mng,medium
0.473,0.44,7,173,1,0,0,0,product_mng,medium
0.167,0.924,3,160,4,0,0,0,hr,low
0.407,0.39,4,213,4,1,0,0,IT,medium
0.27,0.544,3,173,2,0,0,0,accounting,medium
0.675,0.868,5,184,2,0,0,0,technical,high
0.099,0.553,6,188,2,0,1,0,accounting,medium
0.542,0.548,3,98,2,0,0,0,accounting,low
0.842,0.796,4,210,9,0,0,0,accounting,low
0.627,0.252,2,177,4,0,0,0,IT,low
0.833,0.234,3,143,4,0,0,0,technical,medium
0.777,0.483,4,183,5,0,0,0,technical,medium
0.839,0.563,4,187,4,0,0,0,sales,medium
0.943,0.833,6,238,3,1,0,1,accounting,low
0.252,0.613,6,193,2,0,1,0,technical,medium
0.337,0.671,3,254,3,0,0,0,sales,low
0.762,0.799,3,283,3,0,0,0,sales,low
0.269,0.226,3,177,3,1,1,0,technical,medium
0.502,0.46,2,278,3,0,0,0,management,low
0.771,0.884,4,182,10,0,0,0,marketing,low
0.874,0.913,4,235,2,0,0,0,support,low
0.455,0.906,3,154,5,0,0,0,accounting,low
0.762,0.361,2,170,5,0,0,0,support,low
0.793,0.557,4,190,4,0,0,0,RandD,low
0.539,0.238,3,176,5,0,0,0,RandD,low
0.837,0.9,3,219,5,0,0,0,IT,low
0.307,0.744,4,223,5,0,0,0,technical,low
0.221,0.666,5,207,4,0,1,0,hr,low
0.408,0.749,5,233,2,0,1,0,product_mng,medium
0.554,0.238,3,173,9,0,0,1,sales,low
0.595,0.617,5,164,4,0,0,0,technical,medium
0.414,0.427,4,273,9,0,1,0,IT,low
0.607,0.375,3,199,1,0,0,0,hr,medium
0.929,0.68,4,236,3,0,0,0,sales,low
0.472,0.687,6,230,6,0,0,0,IT,medium
0.574,0.69,3,191,3,0,0,0,management,low
0.499,0.81,4,164,3,0,0,0,technical,medium
0.945,0.639,4,163,1,0,0,0,sales,low
0.275,0.802,5,218,3,0,0,0,accounting,low
0.809,0.499,4,115,7,0,0,0,product_mng,low
0.298,0.507,4,204,8,0,0,0,hr,low
0.339,0.661,4,231,3,0,1,0,support,low
0.228,0.279,6,201,3,1,0,0,sales,low
0.707,0.346,3,267,4,1,0,0,support,low
0.616,0.754,3,246,6,0,0,0,sales,medium
0.494,0.629,6,202,10,0,1,0,management,medium
0.741,0.779,4,179,4,0,0,0,hr,low
0.365,0.593,2,217,7,0,0,0,IT,low
0.635,0.487,6,173,4,1,0,0,sales,low
0.853,0.313,4,163,2,0,0,0,product_mng,high
0.424,0.526,3,219,3,0,0,0,technical,low
0.421,0.297,5,247,6,0,0,0,IT,low
0.642,0.404,3,141,5,0,0,0,sales,low
0.828,0.715,4,154,6,0,0,0,product_mng,low
0.642,0.332,4,175,4,0,0,0,IT,low
0.535,0.916,5,197,5,0,0,0,RandD,medium
0.388,0.443,3,146,2,0,0,0,product_mng,low
0.737,0.451,3,143,3,0,0,0,technical,low
0.709,0.718,6,155,5,0,0,0,IT,low
0.525,0.374,6,201,2,0,0,0,sales,low
0.647,0.642,7,218,7,1,0,0,support,medium
0.618,0.726,2,254,1,1,0,0,sales,medium
0.191,0.496,3,204,2,0,0,0,IT,low
0.578,0.463,7,178,4,0,0,0,accounting,low
0.649,0.656,3,201,3,0,0,0,marketing,low
0.83,0.867,5,229,2,0,0,0,sales,medium
0.647,0.345,6,235,2,0,0,0,support,low
0.612,0.345,5,174,1,1,0,0,sales,low
0.341,0.838,4,194,3,0,0,0,sales,low
0.455,0.454,4,247,5,0,0,0,sales,medium
0.074,0.87,4,221,4,0,0,0,management,low
0.15,0.432,4,202,3,0,0,0,RandD,medium
0.141,0.924,5,145,1,0,0,0,accounting,low
0.666,0.579,7,113,3,0,1,0,accounting,low
0.571,0.898,4,222,2,0,0,0,support,high
0.692,0.18,4,297,2,0,0,0,technical,medium
0.174,0.618,4,143,2,0,0,0,support,medium
0.501,0.25,7,206,7,0,0,0,sales,high
0.456,0.248,5,174,2,0,0,0,hr,medium
0.7,0.876,4,178,2,0,0,0,management,medium
0.461,0.858,5,90,5,0,0,0,technical,high
0.329,0.644,3,164,5,0,0,0,support,low
0.737,0.527,2,132,4,0,0,0,support,high
0.851,0.676,4,275,1,0,1,0,RandD,low
0.427,0.293,5,206,3,1,0,0,support,low
0.086,0.554,3,202,9,0,0,0,support,low
0.681,0.991,3,199,4,0,0,0,support,low
0.348,0.253,7,136,1,0,0,0,technical,high
0.557,0.523,3,182,3,0,0,0,technical,low
0.599,0.361,3,241,6,0,0,0,hr,low
0.188,0.384,4,176,5,0,0,0,marketing,low
0.638,0.742,7,90,3,0,0,0,hr,low
0.564,0.464,4,193,6,0,0,1,technical,low
0.697,0.313,3,220,4,0,0,0,technical,low
0.752,0.471,3,207,7,0,0,0,management,medium
0.642,0.29,5,210,4,0,0,0,IT,low
0.566,0.453,5,273,9,0,0,0,support,low
0.343,0.988,5,252,9,0,0,0,product_mng,low
0.467,0.586,6,180,4,0,0,1,product_mng,low
0.804,0.754,6,245,4,0,0,0,RandD,low
0.529,0.442,5,180,3,1,0,0,sales,medium
0.83,0.127,4,192,2,0,0,0,sales,low
0.785,0.508,5,227,3,0,0,0,support,medium
0.335,0.691,7,138,8,0,0,0,marketing,low
0.472,0.776,5,185,5,0,1,0,product_mng,low
0.299,0.347,5,158,10,1,0,0,hr,medium
0.777,0.75,4,126,3,0,0,0,management,medium
0.545,0.847,4,196,4,0,0,0,product_mng,medium
0.527,0.638,7,207,2,0,0,0,marketing,medium
0.627,0.499,6,176,8,0,1,0,IT,low
0.929,0.443,3,250,3,0,0,0,hr,low
0.912,0.667,3,147,2,0,0,0,technical,low
0.474,0.61,4,152,2,0,0,0,sales,medium
0.828,0.647,3,230,3,0,0,0,support,low
0.748,0.708,7,191,4,0,0,0,accounting,low
0.676,0.58,5,215,5,0,0,0,support,low
0.964,0.354,5,222,7,0,0,0,sales,high
0.248,0.45,5,206,3,0,0,0,support,medium
0.378,0.434,5,161,4,0,1,0,product_mng,low
